,x,y,target,gmm_cluster,km_cluster
0,30.094186782836914,4.766693592071533,2.0,6.0,3.0
1,-23.217159271240234,-20.16188621520996,2.0,2.0,6.0
2,17.172285079956055,-7.624720573425293,1.0,4.0,0.0
3,30.371732711791992,-29.077987670898438,3.0,1.0,1.0
4,-47.886260986328125,7.773111343383789,2.0,2.0,4.0
5,1.3385857343673706,46.2880859375,3.0,3.0,5.0
6,28.75110626220703,-21.877094268798828,3.0,1.0,1.0
7,20.233251571655273,-32.337013244628906,3.0,1.0,1.0
8,27.301368713378906,-29.96578598022461,3.0,1.0,1.0
9,-46.384437561035156,9.19681167602539,1.0,2.0,4.0
10,-3.310976266860962,50.618839263916016,3.0,3.0,5.0
11,20.992576599121094,-35.55067443847656,3.0,1.0,1.0
12,24.158796310424805,-30.384403228759766,1.0,1.0,1.0
13,1.114254117012024,-3.0392379760742188,1.0,0.0,7.0
14,23.678749084472656,-35.77765655517578,1.0,1.0,1.0
15,-30.48889923095703,-16.012493133544922,2.0,2.0,6.0
16,-20.331832885742188,-33.87894821166992,3.0,2.0,6.0
17,-46.10010528564453,4.0700225830078125,3.0,2.0,4.0
18,-29.491361618041992,-25.48914337158203,2.0,2.0,6.0
19,1.2392127513885498,-2.1829326152801514,3.0,0.0,7.0
20,-8.661336898803711,52.240074157714844,3.0,3.0,5.0
21,19.396650314331055,-33.4414176940918,2.0,1.0,1.0
22,-12.227041244506836,46.01594161987305,3.0,3.0,5.0
23,-15.8063383102417,2.410062789916992,2.0,5.0,8.0
24,16.25083351135254,-28.937820434570312,1.0,1.0,1.0
25,20.97539710998535,-26.453638076782227,3.0,1.0,1.0
26,3.306366443634033,44.161964416503906,1.0,3.0,5.0
27,32.84441375732422,-26.726940155029297,2.0,1.0,1.0
28,32.82378387451172,9.940574645996094,1.0,6.0,3.0
29,-5.639688014984131,0.1317576766014099,1.0,0.0,7.0
30,-47.86052703857422,9.684038162231445,3.0,2.0,4.0
31,17.87181282043457,33.25056838989258,2.0,6.0,3.0
32,-3.654472589492798,50.16445541381836,1.0,3.0,5.0
33,-15.506199836730957,0.08539888262748718,3.0,5.0,8.0
34,-10.024361610412598,21.52678871154785,2.0,5.0,8.0
35,29.907073974609375,6.222194194793701,1.0,6.0,3.0
36,16.15798568725586,29.775922775268555,2.0,6.0,3.0
37,-10.432714462280273,47.58940124511719,1.0,3.0,5.0
38,31.11439323425293,-23.450361251831055,3.0,1.0,1.0
39,-8.460406303405762,46.3337516784668,1.0,3.0,5.0
40,14.507733345031738,-27.91392707824707,3.0,1.0,1.0
41,-2.3919003009796143,49.08855438232422,1.0,3.0,5.0
42,-28.390817642211914,-28.229705810546875,2.0,2.0,6.0
43,21.76105499267578,-25.694278717041016,2.0,1.0,1.0
44,12.738731384277344,-33.83552551269531,3.0,1.0,1.0
45,-26.472810745239258,-17.784406661987305,2.0,2.0,6.0
46,-15.556938171386719,3.016918182373047,3.0,5.0,8.0
47,-26.993207931518555,9.763733863830566,3.0,5.0,2.0
48,-20.22313117980957,-25.92033576965332,2.0,2.0,6.0
49,0.6961968541145325,5.149348735809326,1.0,0.0,7.0
50,29.855113983154297,-21.557720184326172,2.0,1.0,1.0
