,x,y,target,gmm_cluster,km_cluster
0,-4.3790106773376465,-6.547785758972168,1.0,0.0,5.0
1,-11.97161865234375,-16.917362213134766,1.0,0.0,0.0
2,-13.161964416503906,-16.699356079101562,1.0,0.0,0.0
3,12.959141731262207,18.470600128173828,0.0,3.0,3.0
4,-0.2878621220588684,-18.971656799316406,1.0,0.0,0.0
5,-9.471013069152832,-6.537903308868408,1.0,0.0,0.0
6,-7.361605644226074,-18.9616756439209,1.0,0.0,0.0
7,10.524224281311035,2.8460543155670166,0.0,2.0,4.0
8,2.296088695526123,-9.971980094909668,1.0,0.0,5.0
9,10.431532859802246,18.27627182006836,0.0,1.0,3.0
10,13.14172649383545,14.420622825622559,0.0,2.0,1.0
11,-6.114610195159912,-1.099629282951355,1.0,0.0,0.0
12,-4.878747940063477,-19.30024528503418,1.0,0.0,5.0
13,-3.335439920425415,8.397063255310059,1.0,1.0,5.0
14,3.8996124267578125,-6.29502534866333,1.0,0.0,5.0
15,-0.2724616229534149,-18.50437355041504,1.0,0.0,0.0
16,1.1638219356536865,-6.338284492492676,1.0,0.0,5.0
17,6.385838508605957,-11.7854642868042,1.0,0.0,5.0
18,-7.138241291046143,-10.53657054901123,1.0,0.0,0.0
19,-6.2542924880981445,-19.26824188232422,1.0,0.0,0.0
20,-14.726902961730957,-17.257099151611328,1.0,0.0,0.0
21,-7.198451519012451,-1.5477101802825928,1.0,0.0,0.0
22,-7.255685329437256,-3.1338863372802734,1.0,0.0,0.0
23,9.910989761352539,18.314538955688477,0.0,1.0,3.0
24,-11.784135818481445,-10.244461059570312,1.0,0.0,4.0
25,18.495576858520508,14.693514823913574,0.0,2.0,1.0
26,16.12643814086914,5.0167436599731445,0.0,2.0,2.0
27,17.21632957458496,6.993638038635254,0.0,2.0,2.0
28,-11.721858024597168,1.7244703769683838,1.0,0.0,0.0
29,-11.136241912841797,-6.5748419761657715,1.0,0.0,0.0
30,-5.119430065155029,6.070181369781494,1.0,0.0,0.0
31,-13.300074577331543,-16.348485946655273,1.0,0.0,0.0
32,7.828547954559326,15.721240997314453,0.0,1.0,3.0
