,x,y,target,gmm_cluster,km_cluster
0,-20.1259708404541,11.112046241760254,2.0,4.0,2.0
1,40.25786209106445,0.12301316857337952,2.0,1.0,1.0
2,24.14404296875,24.3057804107666,1.0,6.0,0.0
3,-5.721578598022461,-15.500297546386719,3.0,0.0,4.0
4,-52.95071029663086,6.291232585906982,2.0,5.0,7.0
5,-3.119772434234619,40.79249954223633,3.0,7.0,6.0
6,-0.35462686419487,-2.614018201828003,3.0,0.0,4.0
7,1.2193726301193237,-11.257494926452637,3.0,0.0,4.0
8,8.803915023803711,-3.068190097808838,3.0,0.0,4.0
9,-50.255470275878906,3.0876946449279785,1.0,5.0,7.0
10,3.1299848556518555,44.158714294433594,3.0,7.0,6.0
11,1.6628693342208862,-14.6857328414917,3.0,0.0,4.0
12,9.623679161071777,0.41921910643577576,1.0,0.0,4.0
13,21.45103645324707,-32.2536735534668,1.0,2.0,3.0
14,10.97389030456543,-0.1909029632806778,1.0,0.0,4.0
15,41.067039489746094,9.77951717376709,2.0,1.0,1.0
16,54.170623779296875,0.2908514142036438,3.0,1.0,1.0
17,-49.70882797241211,8.2185697555542,3.0,5.0,7.0
18,48.558258056640625,8.589834213256836,2.0,1.0,1.0
19,20.539134979248047,-32.279571533203125,3.0,2.0,3.0
20,5.042980670928955,45.47330856323242,3.0,7.0,6.0
21,1.8530027866363525,-10.761930465698242,2.0,0.0,4.0
22,8.340641021728516,37.424407958984375,3.0,7.0,6.0
23,-23.12248420715332,-26.0225887298584,2.0,3.0,4.0
24,-7.893078804016113,-9.32564640045166,1.0,0.0,4.0
25,-7.106846332550049,-13.607219696044922,3.0,0.0,4.0
26,-4.689924240112305,37.23347473144531,1.0,7.0,6.0
27,6.159978866577148,-6.445071697235107,2.0,0.0,4.0
28,-19.25639533996582,8.696303367614746,1.0,4.0,2.0
29,15.789956092834473,-34.223724365234375,1.0,2.0,3.0
30,-54.344329833984375,5.68718147277832,3.0,5.0,7.0
31,-11.692309379577637,29.367469787597656,2.0,4.0,6.0
32,3.2484006881713867,43.662967681884766,1.0,7.0,6.0
33,-23.40526580810547,-23.453123092651367,3.0,3.0,4.0
34,-20.17172622680664,-41.853599548339844,2.0,3.0,6.0
35,-20.588380813598633,6.081448078155518,1.0,4.0,2.0
36,-18.079727172851562,30.22602081298828,2.0,4.0,6.0
37,7.134089946746826,39.1564826965332,1.0,7.0,6.0
38,5.209898471832275,-2.9050700664520264,3.0,0.0,4.0
39,10.95423698425293,40.02204132080078,1.0,7.0,6.0
40,-6.975868225097656,-6.610780239105225,3.0,0.0,4.0
41,1.530027985572815,40.81706237792969,1.0,7.0,6.0
42,50.3345947265625,5.874751567840576,2.0,1.0,1.0
43,-6.629824638366699,-12.711689949035645,2.0,0.0,4.0
44,-9.531827926635742,-17.42104148864746,3.0,0.0,4.0
45,43.40598678588867,2.8072564601898193,2.0,1.0,1.0
46,-23.13421630859375,-28.67119598388672,3.0,3.0,4.0
