,x,y,target,gmm_cluster,km_cluster
0,-2.572819471359253,9.54377555847168,1.0,0.0,0.0
1,-13.556904792785645,-6.578802108764648,1.0,1.0,6.0
2,-12.46213150024414,-6.044805526733398,1.0,1.0,6.0
3,5.343616008758545,-10.11762809753418,0.0,6.0,4.0
4,-15.17356014251709,-6.733551979064941,1.0,1.0,0.0
5,-3.2120728492736816,6.299879550933838,1.0,0.0,6.0
6,-8.702885627746582,-12.561149597167969,1.0,1.0,6.0
7,12.322680473327637,7.328319072723389,0.0,7.0,2.0
8,0.945740282535553,4.1001996994018555,1.0,1.0,0.0
9,7.676087379455566,-14.262287139892578,0.0,6.0,4.0
10,14.952925682067871,-5.301877021789551,0.0,2.0,5.0
11,-5.697204113006592,12.29809856414795,1.0,0.0,6.0
12,-9.951663970947266,-9.250929832458496,1.0,1.0,0.0
13,20.436704635620117,2.05081844329834,1.0,5.0,7.0
14,3.376917839050293,-3.0948734283447266,1.0,4.0,1.0
15,-10.576147079467773,-12.200010299682617,1.0,1.0,0.0
16,-2.8056352138519287,-9.110445976257324,1.0,1.0,0.0
17,-6.890239715576172,-0.6403801441192627,1.0,1.0,0.0
18,-2.0448086261749268,5.723794460296631,1.0,1.0,6.0
19,-8.369505882263184,-13.7509765625,1.0,1.0,6.0
20,-4.359094142913818,-10.677786827087402,1.0,1.0,6.0
21,-6.311235427856445,13.399495124816895,1.0,0.0,6.0
22,-5.101309776306152,13.089107513427734,1.0,0.0,6.0
23,8.083518981933594,-14.430996894836426,0.0,6.0,4.0
24,-9.201837539672852,3.0124425888061523,1.0,3.0,3.0
25,7.4652180671691895,-6.105804920196533,0.0,4.0,5.0
26,12.224218368530273,10.04760456085205,0.0,7.0,2.0
27,8.944038391113281,1.9797966480255127,0.0,4.0,1.0
28,-12.864388465881348,6.913374423980713,1.0,0.0,0.0
29,-5.047097206115723,7.490713119506836,1.0,0.0,6.0
30,-2.174372911453247,15.878676414489746,1.0,0.0,0.0
31,-12.927063941955566,-5.989524841308594,1.0,1.0,6.0
32,19.482158660888672,-0.468686044216156,0.0,5.0,7.0
33,-8.204130172729492,-12.669687271118164,1.0,1.0,6.0
34,-7.560054302215576,-9.688687324523926,1.0,1.0,6.0
35,8.268096923828125,-10.000755310058594,0.0,6.0,4.0
36,-12.839421272277832,7.498810768127441,1.0,0.0,0.0
37,16.92908477783203,8.476953506469727,0.0,7.0,2.0
38,-10.482330322265625,12.424094200134277,1.0,0.0,0.0
39,-9.865767478942871,-2.2519283294677734,1.0,1.0,0.0
40,10.023275375366211,2.0420925617218018,0.0,4.0,1.0
41,11.27226448059082,10.071761131286621,1.0,1.0,2.0
42,-10.93115520477295,10.638587951660156,1.0,0.0,0.0
43,-8.323368072509766,6.510707378387451,0.0,4.0,1.0
44,4.208236217498779,-5.752907752990723,0.0,4.0,1.0
45,-9.560846328735352,-3.601059675216675,1.0,1.0,6.0
46,-7.588154315948486,-9.923359870910645,1.0,1.0,6.0
47,-0.19487248361110687,4.633100986480713,1.0,1.0,0.0
48,-0.4577885568141937,0.14410176873207092,1.0,0.0,0.0
49,14.577409744262695,-7.338733196258545,0.0,2.0,5.0
50,-12.064424514770508,-6.895427703857422,1.0,1.0,6.0
51,-9.292743682861328,-12.390406608581543,1.0,1.0,6.0
52,-7.439230918884277,-12.964883804321289,1.0,1.0,6.0
53,-2.010507822036743,-11.625325202941895,1.0,4.0,1.0
54,-15.543135643005371,3.568110466003418,1.0,1.0,0.0
